ogr,libelle,libelle_type,root,root_type,context,chunk,chunk_length,chunk_index,chunk_level
100347,"Réaliser la mise en fûts ou en bouteilles, le bouchage, l'étiquetage du vin, du cidre, de la bière, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,étiquetage,ANOUN,"en fûts ou en bouteilles","étiquetage en fûts ou en bouteilles",6,2,1
100354,"Types de cépages (ampélographie)",SAVOIRS THEORIQUES ET PROCEDURAUX,Types,ANOUN,"de cépages","Types de cépages",3,0,1
100357,"Réglementation sur la production vinicole",SAVOIRS THEORIQUES ET PROCEDURAUX,Réglementation,ANOUN,"sur la production vinicole","Réglementation sur la production vinicole",5,0,1
100358,"Réglementation sur la production cidricole",SAVOIRS THEORIQUES ET PROCEDURAUX,Réglementation,ANOUN,"sur la production cidricole","Réglementation sur la production cidricole",5,0,1
100359,"Règles d'hygiène et de sécurité alimentaire",SAVOIRS THEORIQUES ET PROCEDURAUX,Règles,ANOUN,"d'hygiène et de sécurité alimentaire","Règles d'hygiène et de sécurité alimentaire",7,0,1
100362,"Procédures d'échantillonnage",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédures,ANOUN,"d'échantillonnage","Procédures d'échantillonnage",3,0,1
100367,"Utilisation d'appareils de distillation (alambic)",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"d'appareils de distillation","Utilisation d'appareils de distillation",5,0,1
100373,"Techniques d'assemblages de vins, de jus",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"d'assemblages de vins, de jus","Techniques d'assemblages de vins, de jus",8,0,1
100381,"Argumentation commerciale",SAVOIRS THEORIQUES ET PROCEDURAUX,Argumentation,ANOUN,"commerciale","Argumentation commerciale",2,0,1
100387,"Surveiller l'état de l'embarcation pendant la navigation, détecter les anomalies (avaries, ...) et en informer le maître d'équipage ou l'officier de quart",ACTIVITE DE BASE ET/OU SPECIFIQUE,Surveiller,AVERB,"l'état de l'embarcation pendant la navigation","surveiller l'état de l'embarcation pendant la navigation",9,2,1
100387,"Surveiller l'état de l'embarcation pendant la navigation, détecter les anomalies (avaries, ...) et en informer le maître d'équipage ou l'officier de quart",ACTIVITE DE BASE ET/OU SPECIFIQUE,détecter,AVERB,"les anomalies","détecter les anomalies",3,0,1
100387,"Surveiller l'état de l'embarcation pendant la navigation, détecter les anomalies (avaries, ...) et en informer le maître d'équipage ou l'officier de quart",ACTIVITE DE BASE ET/OU SPECIFIQUE,informer,AVERB,"le maître d'équipage ou l'officier de quart","informer le maître d'équipage ou l'officier de quart",10,1,1
100388,"Effectuer les manoeuvres d'accostage ou d'appareillage du bateau",ACTIVITE DE BASE ET/OU SPECIFIQUE,Effectuer,AVERB,"les manoeuvres d'accostage ou d'appareillage du bateau","effectuer les manoeuvres d'accostage ou d'appareillage du bateau",10,0,1
100388,"Effectuer les manoeuvres d'accostage ou d'appareillage du bateau",ACTIVITE DE BASE ET/OU SPECIFIQUE,manoeuvres,ANOUN,"d'accostage ou d'appareillage du bateau","manoeuvres d'accostage ou d'appareillage du bateau",8,1,2
100390,"Manoeuvre du skiff",SAVOIRS THEORIQUES ET PROCEDURAUX,Manoeuvre,ANOUN,"du skiff","Manoeuvre du skiff",3,0,1
100392,"Techniques de matelotage",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de matelotage","Techniques de matelotage",3,0,1
100408,"Identifier le motif de consultation et son degré d'urgence et informer le client sur les modalités de prise en charge de l'animal",ACTIVITE DE BASE ET/OU SPECIFIQUE,Identifier,AVERB,"le motif de consultation et son degré d'urgence","identifier le motif de consultation et son degré d'urgence",10,0,1
100408,"Identifier le motif de consultation et son degré d'urgence et informer le client sur les modalités de prise en charge de l'animal",ACTIVITE DE BASE ET/OU SPECIFIQUE,informer,AVERB,"le client sur les modalités de prise en charge de l'animal","informer le client sur les modalités de prise en charge de l'animal",13,1,1
100409,"Préparer et installer l'animal (désinfection, rasage, mise en cage, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"l'animal","préparer l'animal",3,0,1
100409,"Préparer et installer l'animal (désinfection, rasage, mise en cage, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,installer,AVERB,"l'animal","installer l'animal",3,1,1
100410,"Préparer le matériel et apporter une aide technique au vétérinaire, à l'éleveur, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"le matériel","préparer le matériel",3,0,1
100410,"Préparer le matériel et apporter une aide technique au vétérinaire, à l'éleveur, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,apporter,AVERB,"une aide technique au vétérinaire, à l'éleveur","apporter une aide technique au vétérinaire, à l'éleveur",10,1,1
100414,"Règles d'hygiène et d'asepsie",SAVOIRS THEORIQUES ET PROCEDURAUX,Règles,ANOUN,"d'hygiène et d'asepsie","Règles d'hygiène et d'asepsie",6,0,1
100415,"Intervenir auprès d'équidés",ACTIVITE DE BASE ET/OU SPECIFIQUE,intervenir,AVERB,"auprès d'équidés","intervenir auprès d'équidés",4,0,1
100416,"Intervenir auprès d'animaux de compagnie",ACTIVITE DE BASE ET/OU SPECIFIQUE,intervenir,AVERB,"auprès d'animaux de compagnie","intervenir auprès d'animaux de compagnie",6,0,1
100417,"Intervenir auprès d'animaux de rapport (vaches, porcs, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,intervenir,AVERB,"auprès d'animaux de rapport","intervenir auprès d'animaux de rapport",6,0,1
100418,"Intervenir auprès d'animaux en captivité",ACTIVITE DE BASE ET/OU SPECIFIQUE,intervenir,AVERB,"auprès d'animaux en captivité","intervenir auprès d'animaux en captivité",6,0,1
100420,"Règles de délivrance des médicaments vétérinaires",SAVOIRS THEORIQUES ET PROCEDURAUX,Règles,ANOUN,"de délivrance des médicaments vétérinaires","Règles de délivrance des médicaments vétérinaires",6,0,1
100421,"Identifier avec le client le type d'intervention (ferrage traditionnel, orthopédique, ...) et en définir les modalités (coût, date de rendez-vous, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Identifier,AVERB,"avec le client le type d'intervention","identifier avec le client le type d'intervention",8,1,1
100421,"Identifier avec le client le type d'intervention (ferrage traditionnel, orthopédique, ...) et en définir les modalités (coût, date de rendez-vous, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,définir,AVERB,"avec le client le type d'intervention","définir avec le client le type d'intervention",8,0,1
100422,"Repérer les affections du pied de l'animal (boiterie, douleur, abcès, ...) et procéder à son immobilisation pour l'intervention",ACTIVITE DE BASE ET/OU SPECIFIQUE,Repérer,AVERB,"les affections du pied de l'animal","repérer les affections du pied de l'animal",8,0,1
100422,"Repérer les affections du pied de l'animal (boiterie, douleur, abcès, ...) et procéder à son immobilisation pour l'intervention",ACTIVITE DE BASE ET/OU SPECIFIQUE,affections,ANOUN,"du pied de l'animal","affections du pied de l'animal",6,2,2
100422,"Repérer les affections du pied de l'animal (boiterie, douleur, abcès, ...) et procéder à son immobilisation pour l'intervention",ACTIVITE DE BASE ET/OU SPECIFIQUE,procéder,AVERB,"à son immobilisation pour l'intervention","procéder à son immobilisation pour l'intervention",7,1,1
100424,"Sélectionner le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal et le former d'après l'empreinte",ACTIVITE DE BASE ET/OU SPECIFIQUE,Sélectionner,AVERB,"le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal","sélectionner le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal",19,1,1
100424,"Sélectionner le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal et le former d'après l'empreinte",ACTIVITE DE BASE ET/OU SPECIFIQUE,former,AVERB,"le d'l'empreinte","le former d'l'empreinte",5,2,1
100424,"Sélectionner le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal et le former d'après l'empreinte",ACTIVITE DE BASE ET/OU SPECIFIQUE,former,AVERB,"le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal","former le fer en fonction de la mobilité, de l'effort et de la morphologie de l'animal",19,0,1
100426,"Informer et conseiller sur le type de ferrure, les produits de soin, le besoin de consultation vétérinaire (prescription de médicaments, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,conseiller,AVERB,"sur le type de ferrure, les produits de soin, le besoin de consultation vétérinaire","conseiller sur le type de ferrure, les produits de soin, le besoin de consultation vétérinaire",17,1,1
100426,"Informer et conseiller sur le type de ferrure, les produits de soin, le besoin de consultation vétérinaire (prescription de médicaments, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,informer,AVERB,"sur le type de ferrure, les produits de soin, le besoin de consultation vétérinaire","informer sur le type de ferrure, les produits de soin, le besoin de consultation vétérinaire",17,0,1
100427,"Utilisation de matériel de forge",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"de matériel de forge","Utilisation de matériel de forge",5,0,1
100428,"Utilisation d'outils manuels (râpe, rogne, pied, brochoir, boutoir, triçoire, repoussoir, ...)",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"d'outils manuels","Utilisation d'outils manuels",4,0,1
100429,"Anatomie animale",SAVOIRS THEORIQUES ET PROCEDURAUX,Anatomie,ANOUN,"animale","Anatomie animale",2,0,1
100430,"Techniques de parage de sabot",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de parage de sabot","Techniques de parage de sabot",5,0,1
100431,"Techniques de ferrage (à froid, à chaud)",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de ferrage","Techniques de ferrage",3,0,1
100433,"Réaliser et/ou poser une ferrure orthopédique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une ferrure orthopédique","réaliser une ferrure orthopédique",4,1,1
100433,"Réaliser et/ou poser une ferrure orthopédique",ACTIVITE DE BASE ET/OU SPECIFIQUE,poser,AVERB,"une ferrure orthopédique","poser une ferrure orthopédique",4,0,1
100434,"Réaliser et/ou poser une ferrure pathologique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une ferrure pathologique","réaliser une ferrure pathologique",4,1,1
100434,"Réaliser et/ou poser une ferrure pathologique",ACTIVITE DE BASE ET/OU SPECIFIQUE,poser,AVERB,"une ferrure pathologique","poser une ferrure pathologique",4,0,1
100435,"Réaliser et/ou poser une ferrure thérapeutique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une ferrure thérapeutique","réaliser une ferrure thérapeutique",4,1,1
100435,"Réaliser et/ou poser une ferrure thérapeutique",ACTIVITE DE BASE ET/OU SPECIFIQUE,poser,AVERB,"une ferrure thérapeutique","poser une ferrure thérapeutique",4,0,1
100437,"Procédés de formage",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédés,ANOUN,"de formage","Procédés de formage",3,0,1
100445,"Identifier la demande (toilettage saisonnier, traitement antiparasitaire, ...) du propriétaire de l'animal et planifier l'intervention",ACTIVITE DE BASE ET/OU SPECIFIQUE,Identifier,AVERB,"la demande du propriétaire de l'animal","identifier la demande du propriétaire de l'animal",8,0,1
100445,"Identifier la demande (toilettage saisonnier, traitement antiparasitaire, ...) du propriétaire de l'animal et planifier l'intervention",ACTIVITE DE BASE ET/OU SPECIFIQUE,demande,ANOUN,"du propriétaire de l'animal","demande du propriétaire de l'animal",6,2,2
100445,"Identifier la demande (toilettage saisonnier, traitement antiparasitaire, ...) du propriétaire de l'animal et planifier l'intervention",ACTIVITE DE BASE ET/OU SPECIFIQUE,planifier,AVERB,"l'intervention","planifier l'intervention",3,1,1
100446,"Vérifier l'aspect de l'animal et orienter si nécessaire le propriétaire vers un vétérinaire, un éducateur canin, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,orienter,AVERB,"si nécessaire le propriétaire vers un vétérinaire, un éducateur canin","orienter si nécessaire le propriétaire vers un vétérinaire, un éducateur canin",12,1,1
100446,"Vérifier l'aspect de l'animal et orienter si nécessaire le propriétaire vers un vétérinaire, un éducateur canin, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,vérifier,AVERB,"l'aspect de l'animal","vérifier l'aspect de l'animal",6,0,1
100447,"Sélectionner le matériel et les produits et préparer l'animal au toilettage par désinfection, douche, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,Sélectionner,AVERB,"le matériel et les produits","sélectionner le matériel et les produits",6,0,1
100447,"Sélectionner le matériel et les produits et préparer l'animal au toilettage par désinfection, douche, ...",ACTIVITE DE BASE ET/OU SPECIFIQUE,préparer,AVERB,"l'animal par désinfection, douche","préparer l'animal par désinfection, douche",7,1,1
100448,"Procéder aux soins de toilettage des animaux",ACTIVITE DE BASE ET/OU SPECIFIQUE,Procéder,AVERB,"aux soins de toilettage des animaux","procéder aux soins de toilettage des animaux",7,0,1
100448,"Procéder aux soins de toilettage des animaux",ACTIVITE DE BASE ET/OU SPECIFIQUE,soins,ANOUN,"de toilettage des animaux","soins de toilettage des animaux",5,1,2
100449,"Conseiller le client sur les articles destinés aux animaux et procéder à la vente",ACTIVITE DE BASE ET/OU SPECIFIQUE,procéder,AVERB,"à la vente","procéder à la vente",4,0,1
100450,"Renseigner le dossier de suivi de l'animal et proposer des soins ultérieurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Renseigner,AVERB,"le dossier de suivi de l'animal","renseigner le dossier de suivi de l'animal",8,0,1
100450,"Renseigner le dossier de suivi de l'animal et proposer des soins ultérieurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,proposer,AVERB,"des soins ultérieurs","proposer des soins ultérieurs",4,1,1
100452,"Utilisation de matériel de toilettage",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"de matériel de toilettage","Utilisation de matériel de toilettage",5,0,1
100453,"Procédés de stérilisation",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédés,ANOUN,"de stérilisation","Procédés de stérilisation",3,0,1
100454,"Procédures de prévention des risques sanitaires",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédures,ANOUN,"de prévention des risques sanitaires","Procédures de prévention des risques sanitaires",6,0,1
100455,"Procédures d'accueil des animaux",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédures,ANOUN,"d'accueil des animaux","Procédures d'accueil des animaux",5,0,1
100456,"Identifier la demande de l'interlocuteur (propriétaire de l'animal, éleveur, soigneur, ...) et déterminer les modalités d'intervention (soin sur place, transfert, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Identifier,AVERB,"la demande de l'interlocuteur","identifier la demande de l'interlocuteur",6,0,1
100456,"Identifier la demande de l'interlocuteur (propriétaire de l'animal, éleveur, soigneur, ...) et déterminer les modalités d'intervention (soin sur place, transfert, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,demande,ANOUN,"de l'interlocuteur","demande de l'interlocuteur",4,2,2
100456,"Identifier la demande de l'interlocuteur (propriétaire de l'animal, éleveur, soigneur, ...) et déterminer les modalités d'intervention (soin sur place, transfert, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,déterminer,AVERB,"les modalités d'intervention","déterminer les modalités d'intervention",5,1,1
100457,"Recueillir les informations sur l'animal (troubles, comportement, antécédents, traitements en cours, ...) auprès de son accompagnant ou dans le dossier médical",ACTIVITE DE BASE ET/OU SPECIFIQUE,Recueillir,AVERB,"les informations sur l'animal auprès de son accompagnant","recueillir les informations sur l'animal auprès de son accompagnant",10,0,1
100457,"Recueillir les informations sur l'animal (troubles, comportement, antécédents, traitements en cours, ...) auprès de son accompagnant ou dans le dossier médical",ACTIVITE DE BASE ET/OU SPECIFIQUE,informations,ANOUN,"sur l'animal","informations sur l'animal",4,1,2
100458,"Procéder à l'examen clinique de l'animal et déterminer les besoins thérapeutiques (médication, intervention chirurgicale, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Procéder,AVERB,"à l'examen clinique de l'animal","procéder à l'examen clinique de l'animal",8,1,1
100458,"Procéder à l'examen clinique de l'animal et déterminer les besoins thérapeutiques (médication, intervention chirurgicale, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,déterminer,AVERB,"les besoins thérapeutiques","déterminer les besoins thérapeutiques",4,0,1
